Name,Address,Category,Zip Code,Country,Source,Latitude,Longitude
EU-IWT-P,"Kunstlaan 53, Brussel, 1000, Belgium","Other Non-, Profit",1000,Belgium,https://hydrogeneurope.eu/members-locations/#,50.8414874,4.3669257
EUNICE GREEN ENERGY SA,"Chimarras 5 Marousi, Athens, 15125, Greece","Industry, Corporate",15125,Greece,https://hydrogeneurope.eu/members-locations/#,,
EUREC EEIG,"Pl du Champ de Mars 2, Brussels, 1050, Belgium","Project, Member",1050,Belgium,https://hydrogeneurope.eu/members-locations/#,50.838362,4.363471
European Energy A/S,"Gyngemose Parkvej 50, Søborg, 2860, Denmark","Industry, Corporate",2860,Denmark,https://hydrogeneurope.eu/members-locations/#,55.726267,12.476164
Everfuel,"Ø. Høgildvej 4A, Herning, 7400, Denmark","Industry, Corporate",7400,Denmark,https://hydrogeneurope.eu/members-locations/#,,
Evonik,"Rellinghauser str 1-11, Essen, 45128, Germany","Industry, Corporate",45128,Germany,https://hydrogeneurope.eu/members-locations/#,51.449417,7.013722
EWE,"Tirpitzstrasse 39, Oldenburg, 26122, Germany","Industry, Corporate",26122,Germany,https://hydrogeneurope.eu/members-locations/#,53.139,8.1963995
Exogen,"Kastellfeldgasse 16, Graz, 8010, Austria","Industry, Corporate",8010,Austria,https://hydrogeneurope.eu/members-locations/#,47.064172,15.447786
Exolum Solutions,"Calle Titán, 13, Madrid, 28045, Spain","Industry, Corporate",28045,Spain,https://hydrogeneurope.eu/members-locations/#,40.391003,-3.679541
"Faurecia, a company of Forvia","Rue Hennape 2, Nanterre, 92000, France","Industry, Corporate",92000,France,https://hydrogeneurope.eu/members-locations/#,48.887341,2.216535
FCP Fuel Cell Powertrain,"Annaberger Strasse 240, Chemnitz, 9125, Germany","Industry, Corporate",9125,Germany,https://hydrogeneurope.eu/members-locations/#,50.7960616,12.9172561
FEN Research GmbH,"Technikerstraße 1, Innsbruck, 6020, Austria","Project, Member",6020,Austria,https://hydrogeneurope.eu/members-locations/#,47.263471,11.3509892
FEST GmbH,"Harzburger Straße 14, Goslar, 38642, Germany","Industry, Corporate",38642,Germany,https://hydrogeneurope.eu/members-locations/#,51.899511450000006,10.490430184117013
FETSA Federation of European Tank Storage Associations AISBL,"Rue Abbé Cuypers 3, Brussels, 1040, Belgium","Non-Industry, Corporate",1040,Belgium,https://hydrogeneurope.eu/members-locations/#,50.838151,4.399587
FEV,"Neuenhofstrasse 181, Aachen, 52078, Germany","Industry, Corporate",52078,Germany,https://hydrogeneurope.eu/members-locations/#,50.76353765,6.153746574279669
Fincantieri,"Via Cipro 11, Genova, 16129, Italy","Industry, Corporate",16129,Italy,https://hydrogeneurope.eu/members-locations/#,44.40146,8.947122
Finnish Energy,"Etelaranta 10, Helsinki, 130, Finland","EU National, Association",130,Finland,https://hydrogeneurope.eu/members-locations/#,60.1655947,24.9523295
FiveT Hydrogen,"Seedammstrasse 3, Pfäffikon Canton of Schwyz, 8808, Switzerland","Non-Industry, Corporate",8808,Switzerland,https://hydrogeneurope.eu/members-locations/#,47.2033492,8.7899438
Fluxys,"Avenue Des Arts 31, Brussels, 1040, Belgium","Industry, Corporate",1040,Belgium,https://hydrogeneurope.eu/members-locations/#,50.8444054,4.3684478
FORD OTOSAN,"Akpınar Mahallesi Hasan Basri Caddesi 2, Istanbul, 34885, Türkiye","Industry, Corporate",34885,Türkiye,https://hydrogeneurope.eu/members-locations/#,40.9749695,29.2317395880063
Fortum,"Keilalahdentie 2-4, Espoo, 2150, Finland","Industry, Corporate",2150,Finland,https://hydrogeneurope.eu/members-locations/#,60.1694744,24.8293817
TECHNOLOGY AND RELATED SCIENCES,"MEKELWEG - FACULTEIT MT 2, Delft, 2628 CD, Netherlands","Project, Member",2628 CD,Netherlands,https://hydrogeneurope.eu/members-locations/#,,
France Hydrogène,"Avenue Daumesnil 50, Paris, 75012, France","EU National, Association",75012,France,https://hydrogeneurope.eu/members-locations/#,48.8456409,2.3784003
Free Hanseatic City of Bremen,"Zweite Schlachtpforte 3, Bremen, 28195, Germany",EU Region,28195,Germany,https://hydrogeneurope.eu/members-locations/#,53.076274,8.8036032
Freudenberg,"Bayerwaldstrasse 3, Munich, 81737, Germany","Industry, Corporate",81737,Germany,https://hydrogeneurope.eu/members-locations/#,48.0921376,11.6309573
Friedrich Vorwerk,"Harburger Straße 19, Tostedt, 21255, Germany","Project, Member",21255,Germany,https://hydrogeneurope.eu/members-locations/#,53.2846598,9.73611795506789
Frv x Global service,"C/Maria de Molina 40, 5º, Madrid, 28006, Spain","Industry, Corporate",28006,Spain,https://hydrogeneurope.eu/members-locations/#,40.437292,-3.682767
FTI Consulting Belgium,"Avenue Marnix 23, Brussels, 1000, Belgium","Non-Industry, Corporate",1000,Belgium,https://hydrogeneurope.eu/members-locations/#,50.8395312,4.3648065
Fuel Cell Power,"Nijverheidsstraat 13, Westerlo, 2260, Belgium","Industry, Corporate",2260,Belgium,https://hydrogeneurope.eu/members-locations/#,51.1356921,4.9260321
FuelCell Energy,"Ludwig-Bölkow-Allee 40C, Taufkirchen, 82024, Germany","Industry, Corporate",82024,Germany,https://hydrogeneurope.eu/members-locations/#,48.0534389,11.6513834
Fujifilm Europe GmbH,"Balcke-Dürr-Allee 6, Ratingen, 40882, Germany","Industry, Corporate",40882,Germany,https://hydrogeneurope.eu/members-locations/#,51.292438,6.8648169
Fundación Asturiana de la Energía,"C. Frai Paulino Álvarez, s/n, Mieres, Asturias, 33600, Spain",EU Region,33600,Spain,https://hydrogeneurope.eu/members-locations/#,,
Fusion Fuel,"Rua Da Fabrica S/N Sabugo, Almargem Do Bispo, 2715-376, Portugal","Industry, Corporate",2715-376,Portugal,https://hydrogeneurope.eu/members-locations/#,,
Future Proof Shipping,"Blaak 34, Rotterdam, 3011 TA, Netherlands","Industry, Corporate",3011 TA,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.9182402,4.4850112
Gabadi S.L.,"POLIG INDUSTRIAL RIO DO POZO, NARIN, 15578, Spain","Project, Member",15578,Spain,https://hydrogeneurope.eu/members-locations/#,41.903889,2.80154
GALP,"R Tomas Da Fonseca Torre C, Lisboa, 1600-209, Portugal","Industry, Corporate",1600-209,Portugal,https://hydrogeneurope.eu/members-locations/#,38.756784,-9.174936
Galway Aviation Services Ltd T/A Aer Arann Islands,"Caisleain, Inverin, H91 DC80, Ireland","Project, Member",H91 DC80,Ireland,https://hydrogeneurope.eu/members-locations/#,55.02081765,-8.325237095206024
Garrett Motion,"2. A La Piece 16, Rolle, 1180, Switzerland","Industry, Corporate",1180,Switzerland,https://hydrogeneurope.eu/members-locations/#,46.460050100000004,6.320597214954908
Gas Networks Ireland,"Gasworks Road, Cork, T12 RX96, Ireland","Industry, Corporate",T12 RX96,Ireland,https://hydrogeneurope.eu/members-locations/#,51.9068135,-8.4966667
Gas Transmission Operator GAZ-SYSTEM,"Ul. Mszczonowska 4, Warszawa, 2337, Poland","Industry, Corporate",2337,Poland,https://hydrogeneurope.eu/members-locations/#,,
Gasunie,"Po Box 19, Groningen, 9700 MA, Netherlands","Industry, Corporate",9700 MA,Netherlands,https://hydrogeneurope.eu/members-locations/#,,
Gaussin,"Rue Du 47 Eme D Artillerie 11, Hericourt, 70400, France","Industry, Corporate",70400,France,https://hydrogeneurope.eu/members-locations/#,47.571915,6.861894
GE Aerospace,"Rond Point Schuman 2-4, Brussel (Etterbeek), 1040, Belgium","Industry, Corporate",1040,Belgium,https://hydrogeneurope.eu/members-locations/#,50.841929,4.383589
"GEA ENERGIA CRIO, S.L.","Tramuntana, 2A. P.I. Campllong, Lleida Lérida, 25600, Spain","Project, Member",25600,Spain,https://hydrogeneurope.eu/members-locations/#,41.774369,0.817013
GEMÜ Gebr. Müller GmbH & Co. KG,"Fritz-Müller-Platz, Niedernhall-Waldzimmern, 74676, Germany","Industry, Corporate",74676,Germany,https://hydrogeneurope.eu/members-locations/#,49.302567,9.637352
GenCell Energy,"""Hatinufa St. , Kiryat Arye Industrial Zone 7"", Petah Tikva, 4951025, Israel","Industry, Corporate",4951025,Israel,https://hydrogeneurope.eu/members-locations/#,,
(SOLMAR),"A VIPE 0 IRAKLIOU, NEA ALIKARNASSOS, HERAKLION - CRETE, 716 01, Greece","Project, Member",716 01,Greece,https://hydrogeneurope.eu/members-locations/#,36.3395715,28.204709603067563
GENVIA SAS,"PLAINE SAINT PIERRE CS 10620 Avenue Joseph Lazar, Beziers, 34500, France","Industry, Corporate",34500,France,https://hydrogeneurope.eu/members-locations/#,43.334578,3.222272
Georg Fischer Piping Systems Ltd.,"Lange Veenteweg 19, Epe, 8161, Netherlands","Industry, Corporate",8161,Netherlands,https://hydrogeneurope.eu/members-locations/#,52.3493875,5.9925402
GERG (Groupe Européen de Recherche Gazière),"Avenue Palmerston 4, Brussels, 1000, Belgium","Project, Member",1000,Belgium,https://hydrogeneurope.eu/members-locations/#,50.8471511,4.3805596
Géométhane,"2, rue des Martinets, RUEIL-MALMAISON, 92500, France","Project, Member",92500,France,https://hydrogeneurope.eu/members-locations/#,48.8867489,2.165228
Graforce GmbH,"Johann-Hittorf-Str. 8, Berlin, 12489, Germany","Industry, Corporate",12489,Germany,https://hydrogeneurope.eu/members-locations/#,52.4313258,13.523673
Grant Garant s. r. o.,"Náměstí Jiřího z Lobkovic 2277/7, Prague, 13000, Czech Republic","Project, Member",13000,Czech Republic,https://hydrogeneurope.eu/members-locations/#,50.0772548,14.4660371
Green City Ferries,"Skeppsbron 10, Stockholm, 11130, Sweden","Project, Member",11130,Sweden,https://hydrogeneurope.eu/members-locations/#,59.3257053,18.0752127
Green Hydrogen Systems,"Nordager 21, Kolding, 6000, Denmark","Industry, Corporate",6000,Denmark,https://hydrogeneurope.eu/members-locations/#,55.547159,9.494076
Green Power Denmark,"Vodroffsvej 59, Frederiksberg, 1900, Denmark","Other Non-, Profit",1900,Denmark,https://hydrogeneurope.eu/members-locations/#,55.681194,12.55597
GreenGT,"Chemin De La Rosaire 5, Aclens, 1123, Switzerland","Industry, Corporate",1123,Switzerland,https://hydrogeneurope.eu/members-locations/#,46.570892,6.522764
Groene Metropoolregio Arnhem-Nijmegen,"Nijverheidsweg 2a, Elst, 6662 NG, Netherlands",EU Region,6662 NG,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.9142311,5.8607715
GRTgaz,"Rue Raoul Nordling 6, Bois Colombes, 92270, France","Industry, Corporate",92270,France,https://hydrogeneurope.eu/members-locations/#,48.906533,2.263986
Grupa Azoty S.A.,"ul. Kwiatkowskiego 8, Tarnów, 33-101, Poland","Industry, Corporate",33-101,Poland,https://hydrogeneurope.eu/members-locations/#,,
GTT,"Rte De Versailles 1, St Remy Les Chevreuse, 78470, France","Industry, Corporate",78470,France,https://hydrogeneurope.eu/members-locations/#,48.71273,2.084801
Gujarat Fluorochemicals,"Überseeallee 10, Regus Business Centre, Hamburg, 20457, Germany","Industry, Corporate",20457,Germany,https://hydrogeneurope.eu/members-locations/#,53.5401676,10.0025099
GUNEY MARMARA KALKINMA AJANSI,"Paşa Alanı, A. Gaffar Okkan Cd. No:36 D:1, Balıkesir, 10020, Türkiye","Project, Member",10020,Türkiye,https://hydrogeneurope.eu/members-locations/#,,
Gunvor,"Photos Photiades Business Ctr Flat, Λευκωσια, 1060, Cyprus","Industry, Corporate",1060,Cyprus,https://hydrogeneurope.eu/members-locations/#,,
H2 Energy Esbjerg Aps,"Borgergade 38, 1. sal, Esbjerg, 6700, Denmark","Industry, Corporate",6700,Denmark,https://hydrogeneurope.eu/members-locations/#,55.465137,8.451875
H2 ENERGY SRL,"Via Niga 73-75, Azzano Mella (BS), 25020, Italy","Industry, Corporate",25020,Italy,https://hydrogeneurope.eu/members-locations/#,45.455969,10.108394
H2-Greenforce BV,"Kaizersgracht 391A, Amsterdam, 1016EJ, Netherlands","Industry, Corporate",1016EJ,Netherlands,https://hydrogeneurope.eu/members-locations/#,52.367901,4.884859
H2-Hydrogen Cell Croatia,"Vijenac 7, Zagreb, 10000, Croatia","EU National, Association",10000,Croatia,https://hydrogeneurope.eu/members-locations/#,45.6097998,16.0715221
H2B2 Electrolysis Technologies,"Calle Fortuny 19, Entreplanta, Madrid, 28010, Spain","Industry, Corporate",28010,Spain,https://hydrogeneurope.eu/members-locations/#,40.430133,-3.69118
H2BOAT srl,"Via Antonio Cecchi 4/4, Genova, 16129, Italy","Project, Member",16129,Italy,https://hydrogeneurope.eu/members-locations/#,44.398436,8.945731
H2FLY,"Waldstrasse 5, Auenwald, 71549, Germany","Industry, Corporate",71549,Germany,https://hydrogeneurope.eu/members-locations/#,48.92696085,9.535850772918419
H2IT - Italian Hydrogen and Fuel Cell Association,"Piazzale Morandi 2, Milano, 20121, Italy","EU National, Association",20121,Italy,https://hydrogeneurope.eu/members-locations/#,45.471874,9.197277
H2site,"Camino Gogorrena 2, Loiu, 48180, Spain","Industry, Corporate",48180,Spain,https://hydrogeneurope.eu/members-locations/#,,
H2UB GmbH,"Jakob-Funke-Platz 2, Essen, 45127, Germany","Other Non-, Profit",45127,Germany,https://hydrogeneurope.eu/members-locations/#,51.4600436,7.0058763
H2V INDUSTRY,"36 avenue Hoche, Paris, 75008, France","Industry, Corporate",75008,France,https://hydrogeneurope.eu/members-locations/#,48.8757693,2.2993555
Haffner Energy,"Pl De La Gare 2, Vitry Le Francois, 51300, France","Industry, Corporate",51300,France,https://hydrogeneurope.eu/members-locations/#,48.7181574,4.586041
Haskel Europe Limited,"North Hylton Road, Sunderland, SR53JD, United Kingdom","Industry, Corporate",SR53JD,United Kingdom,https://hydrogeneurope.eu/members-locations/#,54.922665,-1.4204484
HDF Hydrogene de France,"Rue Jean Jaures 20, Lormont, 33310, France","Industry, Corporate",33310,France,https://hydrogeneurope.eu/members-locations/#,44.877314,-0.532404
Helbio,"Old National Rd Patron 10, Athinon Athinon Rio, 26500, Greece","Industry, Corporate",26500,Greece,https://hydrogeneurope.eu/members-locations/#,,
HELLENIC HYDROGEN S.A.,"12A Irodou Attikou, Maroussi, 15124, Greece","Industry, Corporate",15124,Greece,https://hydrogeneurope.eu/members-locations/#,,
HELLENiQ ENERGY,"Chimarras 8A, Marousi, 15125, Greece","Industry, Corporate",15125,Greece,https://hydrogeneurope.eu/members-locations/#,,
Hensel Recycling GmbH,"Muehlweg 10, Aschaffenburg, 63743, Germany","Industry, Corporate",63743,Germany,https://hydrogeneurope.eu/members-locations/#,49.9560501,9.167730140017513
Heraeus Deutschland GmbH & Co. KG,"Heraeusstr. 12 - 14, Hanau, 63450, Germany","Industry, Corporate",63450,Germany,https://hydrogeneurope.eu/members-locations/#,50.13177295,8.92553639197531
HES International B.V.,"Weena 690, Rotterdam, 3012Cn, Netherlands","Industry, Corporate",3012Cn,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.922661,4.4714705
Hexagon Purus,"Haakon VIIs gate 2, Oslo, 161, Norway","Industry, Corporate",161,Norway,https://hydrogeneurope.eu/members-locations/#,59.912877,10.731079
Hinicio,"Rue Des Palais 44, Boîte 71, Schaerbeek Brussels region, 1030, Belgium","Industry, Corporate",1030,Belgium,https://hydrogeneurope.eu/members-locations/#,50.8603315,4.3676237
Hitachi Limited,"Sefton Park, Bells Hill, Stoke Poges Buckinghamshire Stoke Poges, Buckinghamshire Stoke Poges, Buckinghamshire, SL2 4HD, United Kingdom","Industry, Corporate",SL2 4HD,United Kingdom,https://hydrogeneurope.eu/members-locations/#,51.647099,-0.2155142491626656
Hive Hydrogen (Ireland) Ltd,"Radharc, Uggool, Moycullen, Galway, H91 APR4, Ireland","Project, Member",H91 APR4,Ireland,https://hydrogeneurope.eu/members-locations/#,,
Honda R&D Europe (Deutschland) GmbH,"Carl-Legien-Strasse 30, Offenbach, 63073, Germany","Industry, Corporate",63073,Germany,https://hydrogeneurope.eu/members-locations/#,50.084871500000006,8.839461459306353
HORIBA Europe,"Hans Mess Str. 6, Oberursel, 61440, Germany","Industry, Corporate",61440,Germany,https://hydrogeneurope.eu/members-locations/#,50.2224441,8.5799729
Howden,"Havenlandseweg 8A, Rheden, 6991 GS, Netherlands","Industry, Corporate",6991 GS,Netherlands,https://hydrogeneurope.eu/members-locations/#,52.01145,6.040021
HRS,"ZA des Viallards, Champ sur Drac, 38560, France","Industry, Corporate",38560,France,https://hydrogeneurope.eu/members-locations/#,45.064758,5.723876
HSL Technologies,"Avenue Louis Philibert, Aix-en-Provence, 13100, France","Industry, Corporate",13100,France,https://hydrogeneurope.eu/members-locations/#,43.521759,5.511425
HUMDA Hungarian Mobility Development Agency Private Limited Company,"Kálmán Imre street 1, Budapest, 1054, Hungary","Non-Industry, Corporate",1054,Hungary,https://hydrogeneurope.eu/members-locations/#,47.5063919,19.049278075105942
Hungarian Hydrogen and Fuel Cell Association,"Levél street 10, Budapest, 1023, Hungary","EU National, Association",1023,Hungary,https://hydrogeneurope.eu/members-locations/#,47.5178938,19.0288976
Hungarian Hydrogen Technology Association,"Magyar Tudósok krt. 2, Budapest, 1117, Hungary","EU National, Association",1117,Hungary,https://hydrogeneurope.eu/members-locations/#,47.472595,19.059537
Hy2B Wasserstoff GmbH,"Hauptstrasse 8B, Grasbrunn, 85630, Germany","Industry, Corporate",85630,Germany,https://hydrogeneurope.eu/members-locations/#,48.0578081,11.771903806684815
Hy2gen,"Klingholzstraße 7, Wiesbaden, 65189, Germany","Industry, Corporate",65189,Germany,https://hydrogeneurope.eu/members-locations/#,50.0698676,8.2421531
Hy5,"Calle Elcano 6, Bilbao, 48009, Spain","Non-Industry, Corporate",48009,Spain,https://hydrogeneurope.eu/members-locations/#,43.2649004,-2.9364963
Hycamite TCD Technologies Ltd,"Kemirantie 15, Kokkola, 67900, Finland","Industry, Corporate",67900,Finland,https://hydrogeneurope.eu/members-locations/#,63.851332,23.048061
HyCC B.V.,"Van Asch van Wijckstraat 53, Amersfoort, 3811 LP, Netherlands","Industry, Corporate",3811 LP,Netherlands,https://hydrogeneurope.eu/members-locations/#,52.1547893,5.3811031
HyCologne - Wasserstoff Region Rheinland e.V.,"Winterstrasse 2a, Hürth, 50354, Germany","Other Non-, Profit",50354,Germany,https://hydrogeneurope.eu/members-locations/#,50.870167550000005,6.89709225000001
Hydrasun,"GATEWAY BUSINESS PARK, MOSS ROAD, Aberdeen, AB123GQ, United Kingdom","Industry, Corporate",AB123GQ,United Kingdom,https://hydrogeneurope.eu/members-locations/#,57.096829,-2.094109
Hydrogen Austria,"Ing.-Etzel-Straße 17, Innsbruck, 6020, Austria","EU National, Association",6020,Austria,https://hydrogeneurope.eu/members-locations/#,47.2679215,11.4009453
Hydrogen Center Bavaria (H2.B),"Fuerther Str. 250, Nuremberg, 90429, Germany",EU Region,90429,Germany,https://hydrogeneurope.eu/members-locations/#,49.4602761,11.0279929
Hydrogen Energy Association,"Lexden Road, West Bergholt, Colchester 108, Essex, CO6 3BW, United Kingdom","EU National, Association",CO6 3BW,United Kingdom,https://hydrogeneurope.eu/members-locations/#,51.8899483,0.8625806
Hydrogen Ireland Association,"Redcross. County, Wicklow, A67PD 29, Ireland","EU National, Association",A67PD 29,Ireland,https://hydrogeneurope.eu/members-locations/#,52.8725962,-6.1255575
Hydrogen technologies Ltd,"5 Hadji Dimitar Str, fl.2,ap.6, Varna, 9000, Bulgaria","Industry, Corporate",9000,Bulgaria,https://hydrogeneurope.eu/members-locations/#,,
Hydrogen UK,"RBS, PO Box 412, 62-63 Threadneedle St, London, EC2R 8LA, United Kingdom","EU National, Association",EC2R 8LA,United Kingdom,https://hydrogeneurope.eu/members-locations/#,51.5141001,-0.0869235
Hydrogenious LOHC Technologies,"Weidenweg 13, Erlangen, 91058, Germany","Industry, Corporate",91058,Germany,https://hydrogeneurope.eu/members-locations/#,49.5637123,10.9867077
Hydrogenpro ASA,"Hydrovegen 6, Porsgrunn, 3933, Norway","Industry, Corporate",3933,Norway,https://hydrogeneurope.eu/members-locations/#,59.1294814,9.631111
HYDROPOLE,"rue de l’Industrie 17, Sion, 1950, Switzerland","EU National, Association",1950,Switzerland,https://hydrogeneurope.eu/members-locations/#,46.2270151,7.3614704
Hydrus Engineering,"515 MESOGEION AVENUE 153 43, AGIA PARASKEVI, 15343, Greece","Project, Member",15343,Greece,https://hydrogeneurope.eu/members-locations/#,,
HyEnergy Consultancy,"Burg. J.G. Legroweg 45A, Eelde, 9761 TA, Netherlands","Project, Member",9761 TA,Netherlands,https://hydrogeneurope.eu/members-locations/#,53.1310986,6.5869321
HyET,"Westervoortsedijk 71 K, Arnhem, 6827, Netherlands","Industry, Corporate",6827,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.9693539,5.9464118
HyET Electrolysis B.V.,"Westervoortsedijk 71K, Arnhem, 6827AV, Netherlands","Industry, Corporate",6827AV,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.9693539,5.9464118
HyGear,"Westenvoortsedijk 73, Arnhem, 6827, Netherlands","Industry, Corporate",6827,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.978217,5.925438
Hyliko,"41 RUE FRANCOIS 1er, Paris, 75008, France","Project, Member",75008,France,https://hydrogeneurope.eu/members-locations/#,48.8688256,2.30323
HyMove,"Westenvoortsedijk 73, Arnhem, 6827, Netherlands","Industry, Corporate",6827,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.978217,5.925438
Hympulsion,"6 Rue Alexander Flemming, Lyon, 69007, France","Project, Member",69007,France,https://hydrogeneurope.eu/members-locations/#,45.726567,4.823033
Hynamics (EDF),"Rue Kleber 45, LEVALLOIS PERRET, 92300, France","Industry, Corporate",92300,France,https://hydrogeneurope.eu/members-locations/#,48.894014,2.283893
Hynfra,"Smolna 40, Warsaw, 00-375, Poland","Industry, Corporate",00-375,Poland,https://hydrogeneurope.eu/members-locations/#,52.232578,21.021342
HYPION,"Hamburger Hof 3, Heide, 25746, Germany","Industry, Corporate",25746,Germany,https://hydrogeneurope.eu/members-locations/#,54.1964804,9.1061664
HYREN HIDRORENOVABLE S.L.U,"Calle de Alcalá, 81, Planta 1 Puerta A-B, Madrid, 28009, Spain","Industry, Corporate",28009,Spain,https://hydrogeneurope.eu/members-locations/#,40.4206598,-3.6864514
HySow Ltd,"Mill Road Industrial Estate, Mill Rd, Linlithgow Bridge,, Linlithgow, EH49 7SF, United Kingdom","Non-Industry, Corporate",EH49 7SF,United Kingdom,https://hydrogeneurope.eu/members-locations/#,55.9761452,-3.6268317
Hystar AS,"Veritasveien 1, Høvik, 1363, Norway","Industry, Corporate",1363,Norway,https://hydrogeneurope.eu/members-locations/#,59.8888279,10.5626575
HYSYTECH,"Strada Del Drosso 33/18, Torino, 10135, Italy","Industry, Corporate",10135,Italy,https://hydrogeneurope.eu/members-locations/#,45.0132575,7.6203571
Hyundai,"Kaiserleipromenade 5, Offenbach, 63067, Germany","Industry, Corporate",63067,Germany,https://hydrogeneurope.eu/members-locations/#,50.106089,8.735967
HYVIA,"Rte De Beynes 42, Villiers St Frederic, 78640, France","Industry, Corporate",78640,France,https://hydrogeneurope.eu/members-locations/#,48.817237,1.877881
IBERDROLA,"Plaza Euskadi 5, Bilboa, 48009, Spain","Industry, Corporate",48009,Spain,https://hydrogeneurope.eu/members-locations/#,43.2674921,-2.9375239
Icelandic New Energy,"Orkugarði, Grensásvegi 9, Reykjavík, 108, Iceland","Industry, Corporate",108,Iceland,https://hydrogeneurope.eu/members-locations/#,64.179065,-21.689588
Imagine SAS,"1258 CHEMIN DE LECHAUD, ST MARCEL DE FELINES, 42122, France","Project, Member",42122,France,https://hydrogeneurope.eu/members-locations/#,45.86349,4.214219
Imerys Graphite & Carbon,"Strada Industriale 12, Bodio, 6743, Switzerland","Project, Member",6743,Switzerland,https://hydrogeneurope.eu/members-locations/#,46.383029,8.899353
Immaterial Limited,"25 Cambridge Science Park, Milton Road, Cambridge, CB4 0FW, United Kingdom","Industry, Corporate",CB4 0FW,United Kingdom,https://hydrogeneurope.eu/members-locations/#,52.215591599999996,0.1254097698391495
IndeLoop Ltd.,"Slavonska Avenija 22 G, Zagreb, 10000, Croatia","Industry, Corporate",10000,Croatia,https://hydrogeneurope.eu/members-locations/#,45.793663,16.033188
Industrie De Nora SpA,"Via Bistolfi 35, Milan, 20134, Italy","Industry, Corporate",20134,Italy,https://hydrogeneurope.eu/members-locations/#,45.475409,9.244105
INEA,"Stegne 11, Ljubljana, 1000, Slovenia","Industry, Corporate",1000,Slovenia,https://hydrogeneurope.eu/members-locations/#,46.0840679,14.485322
Innovation Cluster HZwo,"Reichenhainer Strasse 70, Chemnitz, 9126, Germany","Other Non-, Profit",9126,Germany,https://hydrogeneurope.eu/members-locations/#,50.8157942,12.9294896
Innovation Norway,"P.O. Box 448 Sentrum, Oslo, 104, Norway","Other Non-, Profit",104,Norway,https://hydrogeneurope.eu/members-locations/#,,
INSTITUT NATIONAL DE LENVIRONNEMENT INDUSTRIEL ET DES RISQUES (Ineris),"PARC TECHNOLOGIQUE ALATA - BP N°2, VERNEUIL-EN-HALATTE, 60550, France","Project, Member",60550,France,https://hydrogeneurope.eu/members-locations/#,49.268584,2.517234
"Institute for Research in Environment, Civil Engineering and Energy","Drezdenska 52, Skopje, 1000, United States","Project, Member",1000,United States,https://hydrogeneurope.eu/members-locations/#,40.7441763,-73.9124986
International Platinum Group Metals Association,"Schiess-Staett-Str. 30, Munich, 80339, Germany","Other Non-, Profit",80339,Germany,https://hydrogeneurope.eu/members-locations/#,,
Intertek Group Plc,"33 Cavendish Square, London, W1G OPS, United Kingdom","Industry, Corporate",W1G OPS,United Kingdom,https://hydrogeneurope.eu/members-locations/#,51.516024,-0.1440321
IRD Fuel Cells,"Emil Neckelmanns Vej 15A, Odense SE, 5220, Denmark","Industry, Corporate",5220,Denmark,https://hydrogeneurope.eu/members-locations/#,55.36328,10.492666
ITM Power,"Atlas Way 22, Sheffield, S4 7QQ, United Kingdom","Industry, Corporate",S4 7QQ,United Kingdom,https://hydrogeneurope.eu/members-locations/#,,
Iveco Group NV (IVG),"Via Puglia 35, Torino, 10156, Italy","Industry, Corporate",10156,Italy,https://hydrogeneurope.eu/members-locations/#,45.1067728,7.7234373
John Cockerill,"Rue Jean Potier 1, Seraing, 4100, Belgium","Industry, Corporate",4100,Belgium,https://hydrogeneurope.eu/members-locations/#,,
Johnson Matthey Hydrogen Technologies,"Lydiard Fields, Great Western Way, Swindon, Wilts, SN5 8AT, United Kingdom","Industry, Corporate",SN5 8AT,United Kingdom,https://hydrogeneurope.eu/members-locations/#,,
Joltech Solutions S.L.,"Av. PAÏSOS CATALANS 16, Tarragona, 43007, Spain","Industry, Corporate",43007,Spain,https://hydrogeneurope.eu/members-locations/#,41.205073,1.28529
JSW SA,"Aleja Jana Pawla II 4, Jastrzebie-Zdroj, 44-330, Poland","Industry, Corporate",44-330,Poland,https://hydrogeneurope.eu/members-locations/#,49.947639,18.582512
"Kaleseramik, Çanakkale Kalebodur Seramik San. A.Ş.","Levent Mahallesi Prof. Kemal Aru Sokak No:4 İç Kapı: 1, Beşiktaş, Istanbul, 34330, Türkiye","Project, Member",34330,Türkiye,https://hydrogeneurope.eu/members-locations/#,,
Keolis,"34 Avenue Léonard De Vinci, Courbevoie, F-92400, France","Project, Member",F-92400,France,https://hydrogeneurope.eu/members-locations/#,48.8967499,2.2383901
KEYOU GmbH,"Arnulfstraße 60, Munich, 80335, Germany","Industry, Corporate",80335,Germany,https://hydrogeneurope.eu/members-locations/#,48.1436935,11.5490696
KIC InnoEnergy SE,"Kennispoort, John F. Kennedylaan 2, Eindhoven, 5612 AB, Netherlands","Project, Member",5612 AB,Netherlands,https://hydrogeneurope.eu/members-locations/#,51.445898,5.48181
