Name,Address,Phone Number,Website,Email
LogisGreen,"C/ Marie Curie 5, Edificio Alfa. Planta 3. Oficina 3.5 28521 Rivas-Vaciamadrid – Madrid",627555703,https://hlogisgreen.com/,jabarrada@sifonika.com
LOGOS ENERGIA,C/ CALVO SOTELO 19 6º PLANTA 39002 SANTANDER,637208721,https://www.logosenergia.es/,JOSECARLOS.PEREZ@LOGOSENERGIA.ES
MADRILEÑA RED DE GAS S.A.U,"Centro Empresarial Arco, Calle Virgilio, 2B, 28223, Pozueño de Alarcón, Madrid",,,example@example.es
Mapfre Global Risks,.,.,https://www.mapfre.es/particulares/,algarci@mapfre.com
Matteco,"Carrer Noves Tecnologies, 6. 46980 Paterna, Valencia",661097844,https://matteco.com/,hello@matteco.com
"MCKINSEY & COMPANY, S.L","Calle de Sagasta, 33, 28004 Madrid",+34 913465800,https://www.mckinsey.com/es,Blanca_Campins@mckinsey.com
MESSER IBÉRICA DE GASES S.A.U.,"Autovía Tarragona-Salou, km. 3,8",+34977309500,https://www.messer.es,info.es@messergroup.com
METKA EGN SPAIN HOLDING 2 SL,.,.,https://www.metka-egn.com/,daniel.sierra@mytilineos.gr
MMM Energy,c/ Miquel Torello i Pages n25 Molins de Rei 08750 Barcelona,673 573 378,https://mmm.es/en/energy-systems/,jtorres@mmm.es
Montrel,"Autovía Sevilla-Cádiz, Km.6; 41703 Dos Hermanas (Sevilla, España)",954680514,https://montrel.es/,pablo.trigueros@montrel.es
"MOSTOS, VINOS Y ALCOHOLES, S.A.","Calle Mompó, 2, 13610 Campo de Criptana, Cdad. Real",649405866,http://www.movialsa.es/,alfonso@movialsa.es
MOTUSA,"Requejada B-20, 39312 (Cantabria)",942824411,https://www.motusa.es,motusa@motusa.es
NAITEC,"C. Tajonar, 20, 31006 Pamplona, Navarra",948 29 29 00,https://www.naitec.es/,pmarana@naitec.es
NANO4ENERGY SL,.,.,https://nano4energy.eu/,IVAN.FERNANDEZ@NANO4ENERGY.EU
Nara Solar,"Calle López de Hoyos 15, 3º Dcha, 28006, Madrid",653236118,https://www.narasolar.com/,lola.lumpina@narasolar.com
NATURGY ENERGY GROUP S.A.,"C/ Ibáñez de Bilbao, 28 - Tercero, 28303, Madrid",-,https://www.naturgy.es/,jlgarciav@naturgy.com
Neoelectra Green,"Edificio EURO 3, C/Frederic Mompou Nº 5 - 3ª Planta  08960 Sant Just Desvern - Barcelona",+34 618 831 628,http://www.neoelectra.es/,pidigoras@neoelectra.es
NERVION INDUSTRIES,"C/ Ibáñez de Bilbao, 28 - Tercero, 48009, Bilbao",,,secretaria@nervionindustries.com
NEUWALME S.L.U,"Crta. Fragosiño 32, CP36214 - Vigo",986 494922,https://www.neuwalme.com,neuwalme@neuwalme.com
NIPPON GASES ESPAÑA S.L.U.,"Calle Orense, 11 5ª Planta. 28020 Madrid",+34 914 53 30 00,https://www.nippongases.es,info.spain@nippongases.com
Nordex Energy Spain,"Polígono Industrial Barásoain, Parcela 2, 31395 Barásoain (Navarra), Spain",948 72 05 35,http://www.nordex-online.com/,jfernandez@nordex-online.com
NORTEGAS ENERGÍA DISTRIBUCIÓN,"Plaza de Euskadi, n.º 5 48009 Bilbao (Bizkaia)",663 020 009,https://www.nortegas.es,j.aramburu@nortegas.es
NORVENTO ENERXÍA,"Rúa Ramón Mª Aller Ulloa, 23 - 27003 Lugo - España",982 227 889,https://www.norvento.com,oconde@norvento.com
"NUEVAS TECNICAS DE AUTOMATIZACION INDUSTRIAL, S.L.","Polígono Industrial l'Alteró, Avda. Palmar, nº9, 46460 Silla, Valencia",617171664,https://nutai.com/,mperez@nutai.com
OCA Global,"Avinguda Can Fatjó dels Aurons, 1 Sant Cugat,  08173 Barcelona",902 10 36 20,https://ocaglobal.com/es,hydrogen.services@ocaglobal.com
ODENRA XXI SL,.,.,https://odenra.com/,rahima@odenra.com
"Ohmium Europe, S.L.","Ohmium Europe, S.L.U, Travessera de Gracia, 11, planta 5, 08021, Barcelona, Spain",+34 618830546,http://www.ohmium.com/,melchor.gamarro@ohmium.com
OTRAS PRODUCCIONES DE ENERGIA FOTOVOLTAICA SL,.,.,https://opdenergy.com/en/,lcid@opdenergy.com
Pacifico Energy Partners,"Leopoldstrasse 20, 80802 Munich, Alemania",+491705509452,https://www.pacifico-energy.com/,camila.tubella@pacifico-energy.com
PASCH Y CIA,"Gran Via Corts Catalanes 645, 2-1, 08010 Barcelona, España",-,http://www.pasch.es/,infopasch@pasch.es
PETRO ALACANT S.L.U.,"Carr. d'Ocaña, 5a, 03007 Alicante",606441998,http://www.petroalacant.es/,vbarcelo@petroalacant.es
pHYnix,"Calle Lagasca 95, Madrid 28006",616933283,https://phynix-energy.eu/,piaserra@phynix-energy.eu
PILZ,"Cami ral 130, 08401 Granollers (Barcelona)",938 497 433,http://www.pilz.es/,info@pilz.es
Planea Energía,"C. Teodoro Camino, 17, 02002 Albacete",967 21 69 17,https://planeaenergia.es/,hola@planeaenergia.es
PRF Gas Solutions,"EN 356/1, Km 5.8, 2400-821, Azoia, Leiria, PORTUGAL",+351914336131,http://www.prf.pt/,manuelfonseca@prf.pt
Productos de Instrumentación S.A.,"C/Montejo 11, Nave 9, 28021, Madrid",917109950,http://www.pisa-e.com/,madrid@pisa-e.com
PROTIO POWER SL,"Calle Principe de Vergara 69,1º Derecha, 28006, Madrid",610613164,http://www.protiopower.com,jm.barquin@partners.com
PSA INGENIEROS CHEMICAL SERVICES & SYSTEMS S.L,.,.,https://psaingenieros.com/,efranco@psaingenieros.com
Q Energy GmbH,"Paseo de la Castellana 95, Planta 13, 28046 Madrid",+34679464624,https://qenergy.eu/solutions/es/,daniel.gonzalez@qenergy.eu
Recurrent Energy,"Avenida General Peron, 27 10º planta",-,https://recurrentenergy.com/,bd_spain@canadiansolar.com
REDEXIS,"C/ Mahonia 2, Edificio Pórtico, Planta 2, 28043, Madrid",918280221,https://www.redexisgas.es,comunicacion@redexis.es
Reganosa,Lugar Punta Promontoiro S/N,981930093,http://www.reganosa.com,pdiaz@reganosa.com
Renewco Power,"TOMAS DE IBARRA, 15 ENTREPLANTA. 41001 SEVILLA",+34661165853,https://www.renewcopower.com/,javier.salgado@renewcopower.com
Renishaw Ibérica S.A.U.,De la Recerca 7 08850 Gavá,658808299,https://www.renishaw.es/,marc.gardon@renishaw.com
REPSOL S.A.,"CAMPUS REPSOL; C/Méndez Álvaro 44; 28045, Madrid (España)",+34679671963,http://repsol.com/,fernando.guedan@repsol.com
RIC SUN INVESTMENTS SL,Paseo de la Castellana 91. Planta 4. Ofic. 4.  28046. Madrid,647452846,https://ric.energy/,rrodriguez@ric.energy
ROSETTA TECHNOLOGY SOLUTIONS S.L.,"PASEO DE EUROPA 26, 1º OF.8 28703 SAN SEBASTIAN DE LOS REYES (MADRID)",+34 91 805 19 10,https://rosetta-technology.com/,rosetta@rosetta-technology.com
ROXTEC S&P,AVENIDA CIUDAD DE BARCELONA 81 2ª Planta 28007. MADRID,91 688 21 78,https://www.roxtec.com/es/,beatriz.serralle@roxtec.com
RP Global,"Calle Caracas, 23, 4ª planta. 28010. Madrid",637433858,http://www.rp-global.com/,v.jimenez@rp-global.com
SailH2 Ingeniería S.L.,"Calle Brasil 1, sótano A, Sevilla, 41013",699 882 465,https://www.sailh2.com/,rituerto@sailh2.com
SARRALLE,"ORENDAUNDI KALEA 7 , 20730 AZPEITIA",686188417,http://www.sarralle.com,lelguren@sarralle.com
"Schaeffler Iberia, S.L.U.","Ballibar Kalea, 1. 20870 Elgoibar",+34 93 480 34 10,https://www.schaeffler.es/,info.es@schaeffler.com
"SCHLAICH DAUSS, S.L.P.","Rambla de Cataluña, 52 4º 2ª 08007 Barcelona - C. Claucio Coello, 77 6º 28001 Madrid",930107593 - 917409783,https://schlaich-dauss.com/,info@schlaich-dauss.com
Schwer Fittings,"Polígono Industrial Malpica, Grupo Gregorio Quejido Nave 31, E-50016 Zaragoza",976465660,https://www.schwer.com/,chulilla@schwer.es
SEEIT GAS SLU,.,.,https://www.seeitplc.com/,luis.fontecha@sdclgroup.com
Sener,"Severo Ochoa 4, Tres Cantos, 28760 Madrid",918 07 70 00,https://www.group.sener/,energy@sener.es
"SERTOGAL, S.L.","C/RIO CONSO Nº 2, BAJO, 32001, OURENSE",988510003,http://www.sertogal.com/,administracion@sertogal.com
SHiE – Servicios de Hidrógeno Energético,Polígono Centrovía. C/ La Habana 25. 50198 Zaragoza,636986827,https://shie.es/,gtuesta@shie.es
SIEMENS ENERGY,Ronda de Europa 5. 28760 Tres Cantos. Madrid,91 514 8000,http://www.siemens-energy.com/,josem.macho@siemens-energy.com
Siemens S.A.,.,.,https://new.siemens.com/es/es.html,miguel.gavira_duran@siemens.com
Sima Servicios Integrales Alonso S.L.,"Calle Dels Xofers, 17 - Polígono Industrial Alquería de Mina, 46200 Paiporta (Valencia)",963604370,https://simasl.es/es/inicio/,calidad@gsima.es
SISTEMA INGENIERIA S.A.,35002,928384712,http://www.sistemaingenieria.com/,rsainani@sistemaingenieria.com
Smartenergy Spain S.L.U.,"Plaza Ayuntamiento 27, puerta 4, 46002, Valencia",963.155.077,https://www.smartenergy.net/,e.arcos@smartenergy.net
SODECA S.L.U.,"Polígono Industrial La Barricona, Carrer del Metall, 2, 17500, Girona",648 731 756,https://www.sodeca.es,cmartinez@sodeca.com
SOLARIG GLOBAL SERVICES,"Avenida del Partenón, 10, 1st floor, door 6, 28042 Madrid",656390837,http://solarig.com/,dvallejo@solarig.com
Solartec,"C/Cascajales, 27 37184 Villares de la Reina, Salamanca",923 204 213,http://www.solartecrenovables.com,info@solartecrenovables.com
SOLUTIO INGENIERIA,.,.,http://solutio-ingenieria.com/,jjgazquez@solutio-ingenieria.com
Southern Lights,"Inteckningsvägen 15, 129 31 Hägersten",+46734101036,http://www.southernlights.io/,felipe@southernlights.io
SUMINISTROS INDUSTRIALES DIVERSOS SA,.,.,http://www.sidsa.org/,marcos.parro@sid-sa.com
"Sumitomo Corporation España, S.A.","Sumitomo Corporation Espana, S.A. C/ Infanta Mercedes, 90. Planta 7. 28020. Madrid. España",+34915553033,https://www.sumitomocorp.com/en/europe/sceu/,infra.scsp@sumitomocorp.com
SUNCO Capital,"Calle Goya, 6 · 2 28001 · Madrid · España",+34644922015,https://sun.co/es/,dsanmartin@sun.co
Swagelok Ibérica,"Parque Empresarial Cervelló. C/ Xarelo, 2, 08758, Cervelló, Barcelona",935896000,http://www.swagelok.com/iberica,info@iberica.swagelok.com
Taiichio & Wolf Projects SL,"C/Puerto Rico, 3 pta. 5    46006 VALENCIA",+34 64 980 25 53,https://taiichio-wolf.com/,rlopez@taiichio-wolf.com
"TCA Técnicas de Control y Análisis, S.A.",C/ de la Mora nº 40  08918 Badalona (Barcelona)- España,934091280,https://www.tca.es,victor.pujadas@tca.es
TCI GECOMP SL,"Rambla Belén 8, Entresuelo, 04008, Almería, España",639543633,https://www.tci-gecomp.com,mariogomez@tci-gecomp.com
Technip Energies,WTC Almeda Park - Edificio 8 4ª Planta - 08940 Cornellà de Llobregat (Barcelona),+34934139800,https://www.technipenergies.com/,jose-antonio.borque-galindo@technipenergies.com
TECNALIA,-,-,https://www.tecnalia.com/,mikel.belsue@tecnalia.com
Tecnatom,"Avenida Montes de Oca 1, San Sebastián de los Reyes (Madrid)",916598600,https://www.tecnatom.es/en/,jlaparra@tecnatom.es
TECNICA DE FLUIDOS S.L.U.,"Av. de las Palmeras 18 Naves A-7-8-9, 28350-Ciempozuelos (Madrid)",+34918757656,http://www.tecnicafluidos.es/,tdfmadrid@tecnicafluidos.es
Técnicas Reunidas S.A.,"Avda. de Burgos, 89 Adequa Edificio, 6 28050 Madrid (España)",(+34) 91 592 03 00,http://www.tecnicasreunidas.es,tr@tecnicasreunidas.es
TEIGA TMI SL,.,.,https://teigatmi.com/,santiago.romero@teigatmi.es
Telam Partners,"Av. Diagonal, 463bis, 9-2, 08036 Barcelona",932387711,https://www.telampartners.com/,capgar@telampartners.com
TOYOTA ESPAÑA S.L.U.,"Avenida de Bruselas, 22. 28108 Alcobendas (Madrid)",911513300,https://www.toyota.es/world-of-toyota/electrificacion/electricos-pila-de-hidrogeno/,corporate@toyota.es
"Trafag España, S.L.","Parque Tecnológico de Bizkaia, Edificio 208, 48170 Zamudio, Bizkaia",946414063,https://www.trafag.com/es-es/,santi.gomez@trafag.es
"Trans-Grau, S.L.","Camí Vell Onda - Castelló, s/n. Apartado de correos 169. 12540 Vila-real (Castellón)",964506250,http://www.transgrau.es/,eliseo@transgrau.es
"TRANSPORTES LASARTE, S.A.","Bº SAN PEDRO V-2, 39312, Polanco, Cantabria",-,https://www.lasarte.com/,info@lasarte.com
TRESCA INGENIERÍA,"c/ Julia Morros s/n 2ª Planta del Edificio de usos comunes, Parque Tecnológico de León, 24009, León",987275066,https://www.tresca.es,leon@tresca.es
TSK ELECTRONICA Y ELECTRICIDAD S.A.,"PARQUE CIENTIFICO Y TECNOLOGICO, C/Ada Byron 220, 33203 Gijón (Asturias)",+34 984495500,http://www.grupotsk.com,grupotsk@grupotsk.com
TÜV SÜD,"Ronda de Poniente, 4 Planta Baja y Primera, Parque Empresarial Euronova, C.P. 28760 Tres Cantos, Madrid",.+34 616 50 63 03,http://www.tuvsud.com/es,jorge.bravo@partner.tuvsud.com
"TW Consultores Eficiencia Energética, SL","Lloc Veïnat de Sant Daniel, 90",685494578,https://www.twsolar.com/,igmateo@twsolar.com
"TYPSA, Técnica y Proyectos S.A.","c/ Gomera 9, 28703, San Sebastián de los Reyes, Madrid, España",+34 917 227 300,http://www.typsa.com/,h2@typsa.es
UNIVERGY SOLAR,.,.,https://www.univergysolar.com/,julio.hidalgo@univergysolar.com
Universal H2,"Rua Guerra Junqueiro 473 4150-387 Porto, Portugal",00351226091243,https://uh2.eu/,info@uh2.eu
Universidad de Burgos,Hospital del Rey s/n. Edificio de Rectorado 09001 Burgos (Burgos),947258731,http://www.ubu.es,sec.investigacion@ubu.es
Universidad Loyola,"Avda. de las Universidades s/n, 41704, Dos Hermanas, Sevilla",+34 955 641 600 Ext. 2753,https://www.uloyola.es/,dsengelhardt@uloyola.es
UNIVERSITAT ROVIRA I VIRGILI,C/ de l'Escorxador s/n 43003 TARRAGONA,629 872 618 - 619 131 206,https://www.urv.cat/ca/,h2valleycat@urv.cat
URBAS ENERGY,"C/ del Prof. Potter 126. 33203. Gijón, Asturias",+34 985 200 384,http://www.energy-urbas.com/,eduardo.tamargo@grupourbas.com
"URVA FLUIDOS INDUSTRIALES, S.L.","C/ Papiro Nº28, PPol Ind. La Negrilla 41016 Sevilla",954404359,https://www.urvafluidos.com,patricia@urvafluidos.com
VALCAT DESARROLLOS RENOVABLES,Calle Marconi 4-5 Polígono industrial Avanzado. Ciudad Real CP 13005,635158640,http://www.valcatrenovables.com/,jjlopez@valcat-inversiones.com
"VÁLVULAS PHIVAL, S.L","AVENIDA MONTSENY, 11B 08812 SANT PERE DE RIBES (BARCELONA)",+34 937822766,http://www.valvulas-phival.com,ventas@valvulas-phival.com
VGPlanet,"Ronda Auguste y Louis Lumière, 6, 46980 Paterna, Valencia",617171664,http://vgplanet.es,cmoreno@vgplanet.es
"VINCI Energies España, S.A.U.","Paseo de la Castellana 41, 2ªPlanta, 28046, Madrid",620979816,http://www.vinci-energies.es/es/,agustin.gomez@omexom.com
VODIK GREEN ENERGY,"Edificio Niza, C. de Caleruega, 81, 4ºA, 28033 Madrid",616468380,https://www.vodik.es/,fagudin@vodik.es
Water2kW,"Avenida de Brasil nº6 , -1º,  28020 Madrid",911126707,https://water2kw.com/,soporte@water2kw.com
Watson Farley & Williams,.,.,https://www.wfw.com/,rserrano@wfw.com
WHITE SUMMIT CAPITAL,"Calle Serrano 21, 28001",665277060,https://whitesummitcap.com/,alexander.orourke@whitesummitcap.com
WITZENMANN,"Calle Livorno s/n. P.I. Henares. 19004, Guadalajara.",949325204,https://www.witzenmann.es/es/,sergio.ruiz@witzenmann.com
Wolftank Iberia,"C. Andalucía, 14, 28864 Ajalvir, Madrid",+34657355972,http://www.wolftank.es,santiago.ramas@wolftank.com
WORLEY,"Paseo de la Castellana 182-184 | Madrid 28046, Spain",+34 91 799 1092,https://www.worley.com/,salesmadrid@worley.com
X-ELIO,"C/ Poeta Joan Maragall 1, 5ª planta. 28020 Madrid, Spain",618190407,https://x-elio.com/,carmen.paniagua@x-elio.com
YOKOGAWA IBERIA S.A.,"C/ JULIAN CAMARILLO 29, EDIF. E1 PLANTA 2 28037 MADRID",+34 91 771 31 50,https://www.yokogawa.com/es/,joaquin.pla@es.yokogawa.com
"ZwickRoell, S.L.","Av.Corts Catalanes, 5-7, 2-1 08173 Sant Cugat del Vallès (Barcelona)",931895790,https://www.zwickroell.com/es/,eventos@zwickroell.com
